,id,tweet,subtask_a,subtask_b,subtask_c
9264,45422,@USER What they fail to realize is that if even 10% of Trump supporters decide to use force to protest like the lunatic left does now it will be like White Sleeves and Antifa soy boy. They really do not want to keep up this level of rhetoric.,OFF,TIN,OTH
38,74358,@USER Blow hard,NOT,,
10004,68105,@USER Lovely intelligent girl who knows what she is doing at such a young age,NOT,,
10498,76070,@USER @USER @USER @USER @USER You guys (conservatives) are too nice. They would destroy you.,NOT,,
682,66864,@USER WOW!  That lie'n bitch is at it again. URL,OFF,TIN,IND
8656,25030,@USER @USER Sorry for the Democratic party is the party of hate they formed the KKK and antifa. The GOP it's finally got back in the office and the economy is booming and people have jobs wow overlook this. You liberal people are the most trashy ignorant things on this planet.,OFF,TIN,GRP
9794,84989,@USER Do it shithouse,OFF,UNT,
2754,53185,@USER Another turd gone from ESPN. Maybe one day we can watch sports on the channel,NOT,,
4637,73814,@USER ...with his stubby little arm.,OFF,TIN,IND
6397,18456,@USER @USER @USER Maybe Antifa asshats? Those who physically assault others for their political beliefs? Democrats are NO Saints and neither are you!,OFF,TIN,GRP
12080,29873,@USER @USER you in front of me I'm in front of you See you or love you What to do I don't know... How did this happen You are mine See you or love you...😁😂 URL,NOT,,
872,63061,@USER Remember Tina. You can always sleep when you are dead! URL,NOT,,
6407,68464,@USER Early Antifa group. Heavily armed but look happy. URL,NOT,,
170,62072,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL,OFF,TIN,GRP
8539,53482,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why are all Obama's records sealed if he had the most transparent"" administration in history? Doesn't sound transparent to me. #MAGA""",NOT,,
10679,33827,.@USER laughs at conservatives on The View for suddenly being outraged by his support of Democrats -- come on guys - clearly they weren't THAT good of fans if they didn't know who he was.   URL,NOT,,
2654,73710,@USER @USER Liberals don’t realize that thousands of unaccompanied minors were thrown across the border..... who is supposed to take care of them? Angelina Jolie?,OFF,TIN,GRP
11934,20933,@USER I get several of these per week as well. They all seem to be stranded in Ghana or something like that and need me to transfer money to them.  One used the picture of Polish model Ewa Sonnet (don't ask me how I know who she is...),NOT,,
9484,83084,@USER Noticed she’s a blonde. Fits the Conservative mold. I don’t know why Conservatives are obsessed with blonde hair and Internet addiction.,NOT,,
10701,20797,#Rape Culture: Prominent Conservatives Rush to the Defense of Brett Kavanaugh in Wake of Sexual Assault Allegation @USER URL,NOT,,
12320,22519,@USER @USER She is as dumb as she looks,OFF,TIN,IND
11748,53506,@USER @USER A national treasure she is. 😂😂😂😂,NOT,,
11158,11134,@USER @USER $10 says he/she is white. Any other white people notice how many shitty white people there are or am I the only one who sees this?,OFF,TIN,GRP
8572,34546,#NoDealBrexit is the better option despite the bullshit @USER @USER et al would have you believe. #ChequersPlan will be the #downfall of #TheresaMay and the @USER   The only brightside is when we have a #brexiteer as PM things will change,NOT,,
1997,15197,@USER @USER Apparantly that rule of law doesn't apply to Republicans/Conservatives baselessly accused by Dems,OFF,TIN,GRP
7575,81657,@USER How about just F*!k her @USER she is an instigating big mouth bitc* &amp; so is her evil friend. @USER MY OPINION!!! #teamtani,OFF,TIN,IND
2428,13629,@USER He is so stupid,OFF,TIN,IND
12030,51937,@USER Damn is she ugly!!!!,OFF,TIN,IND
2581,19165,@USER And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!,OFF,UNT,
7718,91170,@USER @USER gas bro 🛵💨💨💨💨💨,NOT,,
6001,93767,Business is business. I love this story. URL,OFF,UNT,
2098,62203,@USER @USER your ‘political analysis’ have been blinded by your obvious bias. Otherwise you couldn’t have come up with such wrong conclusions. Turnbull was the biggest threat to the Liberals existence. Removal also proved that there never was such thing as ‘Turnbull’s popularity’.,NOT,,
7339,45090,@USER This is one of the soros contacts for antifa activists URL,NOT,,
3849,76330,@USER @USER Oh shit the mafia have finally found me,OFF,TIN,IND
3800,90586,@USER NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS,OFF,TIN,GRP
8575,80545,#nowplaying WATER SLIDER by SHE IS SUMMER URL,NOT,,
12260,33578,@USER Well she is better looking than the lying chicks lawyer,OFF,TIN,IND
9257,99087,@USER “Yes. No one should make threats.” Really? What happens with @USER and her call for assassination of @USER ? Of #antifa Or the great damage done on inauguration day. Or Parkland &lt;&lt; trained by Obama policies. Or Scalise near “hit?” Go home Swalwell,NOT,,
4137,14465,"@USER Wow. That's still tall for an 11-year-old. My son is in the 91st percentile for height at 13yo --- he is exactly 5'8 but wears a size 8.5 shoe.""",NOT,,
8889,30602,@USER If you want more shooting just call G Soros!  He’s always happy to oblige with that! He pays antifa well,NOT,,
13189,34150,@USER Berkeley Antifa do not agree with you URL,NOT,,
1385,26527,@USER @USER @USER @USER But here is an easy chance to prove me wrong. Show me one instance where increased gun control in this country caused a decrease in crime with guns.,NOT,,
1409,70752,@USER @USER @USER There’s actually republican cities that have higher crime rate than Chicago URL,NOT,,
12135,30593,@USER @USER Could anyone expect anything less from a fool like j rubin? Incompetent hair on fire libs cost people their lives and blame it Pres. Trump.,OFF,TIN,IND
12406,30132,"@USER @USER @USER @USER @USER My experience is the gun control activists don't really want a conversation, they want capitulation. The way around that would be to open with proposals to expand gun rights in exchange for whatever is they're looking for. There can't really be a conversation"" without that""",NOT,,
10941,88626,@USER @USER @USER @USER No reasoning with someone who can’t even grasp that common sense gun control does not equal a ban on guns.  (I’m a liberal gun owner.),NOT,,
6816,33301,"@USER It's amusing and sickening to watch these scientists"" twist themselves into knots to justify their gun control agenda. #gunsense is dishonest, through and through.""",OFF,TIN,IND
11046,17763,@USER @USER You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them.,OFF,TIN,OTH
8492,56098,"@USER @USER @USER @USER Any article headlined: Jesus, the original deplorable"" isn't worth even a second of anyone's time. And the fact that your Fox News watching self is accusing liberals of following their own biases over facts is HILARIOUS. Or, it would be hilarious, if it wasn't so sad. Do better.""",NOT,,
8015,20359,@USER He has the msm covering up,NOT,,
4690,11364,"@USER Everytime I hear that catch phrase now, u know, URL better than this"", I know hate is gonna be spewed.""",NOT,,
6696,41824,"@USER I'll bow out of this one.  I was gonna reply, but no matter how I worded it, it sounded liketake the camera and shove it up your ass"" lol""",OFF,TIN,IND
3811,29307,@USER Obama speaking unrestrained for more than 5 minutes....Trump couldn't have asked for a better gift and gun control Democrats just shot themselves in the proverbial foot URL,NOT,,
11393,31173,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Love it trump wanted to do something liberals and Democrats just talk and have hearing,NOT,,
4373,39663,@USER The Irony is that most murders are done by illegal gun users who are gang members . This predominantly only affects Latino and black families. The problem is not gun control the problem is judges who let violent gun offenders back on Street after shooting someone.,OFF,TIN,GRP
11904,63221,Women were treated as 2nd class citizens for thousands of years. We are supposed to be an enlightened society. There's NO reason women should not be treated as equals now. Sexual assault is a crime! FBI needs to investigate #Kavanaugh! @USER #MAGA #MakeAmericaGreatAgain,NOT,,
10265,66289,@USER @USER @USER @USER @USER @USER @USER You will never get a straight answer from any gun control group on a question like that!,NOT,,
3179,19346,@USER In 2010 the Conservatives cut annual funding to build social housing by £2.5bn. Today Theresa May announced an extra £2bn to build social housing.... spread over the next 10 years! So by 2028 it’ll be a £33bn cut since 2010 instead of £35bn. I despair!!,NOT,,
10810,43724,... and she is in the process of removing the #status  #heAndShe #newStatus #comingSoon #hplife,NOT,,
3993,48099,@USER That's a lie...your antifa lefties are nothing but violent. This teacher spent a lot of time planning this attack on an honorable man with zero evidence. No reason at all to hold up kavanaugh! Another crazy liberal hit job!!,OFF,TIN,IND
13004,55456,Add who is behind Antifa and who organized and paid protestors at Kavanaugh hearing!🇺🇸 URL,NOT,,
11214,59744,@USER Hey Jim...who is that chick that likes to carry images of the @USER  decapitated?  You two should meet maybe?  SMH,NOT,,
11962,11554,"@USER @USER You been reading Q again, right? That's what Q says. I believe"" it too but still... Sessions is virtually invisible. RR is there to stay. He is NOT going anywhere even when the FISA docs released to public. Won't be COVERED AT ALL by the Shitstream media. Nobody will ever know!""",OFF,TIN,GRP
12829,24462,@USER That’s really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script that’s all.,OFF,TIN,GRP
12310,12224,@USER @USER @USER EXCITING WEEK AHEAD!! GOD BLESS YOU MR PRESIDENT #DEPLORABLES #MAGA #KAG URL,NOT,,
10680,34027,@USER @USER No one gives a shit and no one will miss her! Sorry @USER will! URL,OFF,TIN,IND
2543,27293,@USER  hey Taravat are you interested to meet with an immigration lawyer please let me know he will help you out to get your citizenship to get your canadien citizenshop he is one of the best of the best lawyer ever....,NOT,,
2947,78506,@USER Such a tragedy. He is missed by many.,NOT,,
9131,63522,@USER And there was much rejoicing,NOT,,
6239,31105,"@USER The only line I can think of is if he supported gun control, and even then it'd probably have to be a big gun control thing and not just a maybe do more background checks"" proposal. But he'd never do that.""",NOT,,
7295,40418,@USER @USER @USER Oh it's ok if they're liberals....hadn't you heard 😡,NOT,,
6554,56273,"@USER YOU CAN'T TELL ME WHAT THE FUCK I CAN AND CAN'T DO!""  *whips out binoculars*""",NOT,,
9987,37442,#Tories #Labour #GE2017 #Conservatives Conservatives URL theresa_may: Since my very first day in 10DowningStreet I’ve made it my personal mission to fix our broken housing system. Doing so underpins so much of what this Government is… URL,NOT,,
7218,48236,@USER @USER @USER No I don’t know that nor do you....in fact a claim like that is bullshit. Imagine if we had never enacted clean air regulations years ago in the U.S....but wait! YOU DON’T HAVE TO IMAGINE...just look at the air quality in China!! That’s what pisses me off about you conservatives,OFF,TIN,GRP
